CityName,StateAbbreviation,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
DES MOINES,IA,127600.0,129500,128300,125300,125300,128300,128600,128500,129600,133000,139100,142800,145800,145000,142700.0,138500.0,138100.0,137900.0,139500.0,143700.0,144900.0,148000.0,149900.0,153300.0,152600.0,153300.0
OCALA,FL,126400.0,126300,129600,129900,132500,131400,132300,133700,137400,142000,145400,149700,148600,146500,141900.0,142900.0,144700.0,144200.0,143000.0,139900.0,143000.0,148400.0,156900.0,161900.0,162200.0,
BOCA RATON,FL,316900.0,308100,305000,309500,303200,300800,291500,290500,303800,319400,316800,308000,293300,305700,306900.0,306100.0,304200.0,308300.0,309800.0,303900.0,305900.0,319900.0,338900.0,345100.0,355000.0,
WOODBRIDGE,VA,309800.0,311300,310900,313600,314200,312600,313200,316400,317500,320900,320800,326500,328800,330300,327800.0,328000.0,327300.0,327200.0,327600.0,332300.0,335000.0,336500.0,336200.0,336400.0,333900.0,338000.0
MONTGOMERY,AL,100000.0,97000,91200,85400,84300,83700,86600,106100,108000,109200,93500,94700,98200,99500,105200.0,98700.0,95400.0,90400.0,97900.0,108000.0,107300.0,114000.0,109100.0,118200.0,121100.0,
BRADENTON,FL,219400.0,220100,217600,211700,207800,202600,202100,201000,198100,199800,205800,211200,215100,219000,225800.0,222900.0,221700.0,216800.0,226000.0,231800.0,230900.0,231500.0,231300.0,240100.0,236200.0,
CORONA,CA,461500.0,472100,469200,475500,472900,474000,469900,471300,473400,473000,474900,482500,487600,484400,481200.0,474900.0,480200.0,481300.0,482800.0,488800.0,492800.0,495100.0,490500.0,481000.0,492100.0,
OCEANSIDE,CA,502200.0,505800,512400,516500,514000,517000,506100,506900,510300,513600,508300,504800,509100,517700,520700.0,525500.0,524100.0,520500.0,517300.0,518600.0,523500.0,544900.0,551100.0,562000.0,536600.0,
TACOMA,WA,268300.0,273600,275000,272200,276100,281400,283400,284600,286700,290700,289700,292200,295700,302600,302100.0,303300.0,301200.0,305200.0,300500.0,301700.0,307700.0,321200.0,327300.0,333000.0,343300.0,
GRAND RAPIDS,MI,147600.0,145600,149300,149400,154700,152600,152800,152600,156900,158700,161000,158400,158900,156900,160700.0,162600.0,167800.0,168400.0,169100.0,167000.0,167000.0,165800.0,171500.0,175400.0,181800.0,184400.0
GAINESVILLE,FL,170700.0,166600,167400,166300,164300,164700,164800,168800,164900,168500,166700,178600,187600,191000,181100.0,170900.0,170100.0,179900.0,180000.0,180800.0,179800.0,191400.0,206700.0,239700.0,239200.0,224900.0
YONKERS,NY,488900.0,483600,485900,507200,507700,520700,503100,506000,497600,510000,499900,529800,543700,544500,520600.0,511800.0,502600.0,515100.0,490000.0,517000.0,513500.0,546900.0,550900.0,541700.0,537300.0,566800.0
GLENDALE,CA,733400.0,770100,783000,793900,784600,787400,788200,781200,781100,779600,790500,796200,809300,814600,814600.0,837300.0,839100.0,801900.0,741700.0,740000.0,773100.0,804200.0,781500.0,773400.0,775700.0,788500.0
MORENO VALLEY,CA,316600.0,316900,319400,320500,321700,322400,325600,327300,328400,328100,330200,333800,334200,334900,336000.0,340400.0,342300.0,340500.0,343400.0,341000.0,346600.0,341800.0,348100.0,346500.0,352900.0,
AKRON,OH,62700.0,66700,64000,64700,58900,61900,63800,67900,65500,70300,69600,74200,72900,76400,76700.0,71300.0,66500.0,64700.0,67400.0,71700.0,71700.0,74500.0,68400.0,72100.0,69300.0,76300.0
AURORA,IL,177600.0,186100,183800,184300,175500,176900,179900,183000,186900,184400,184000,185300,191400,197100,199300.0,193100.0,184000.0,179500.0,183700.0,186900.0,194500.0,196000.0,200100.0,195900.0,203400.0,207700.0
WILMINGTON,NC,209800.0,216400,218900,218200,217100,216800,224200,226600,229100,219200,216100,219500,226100,232600,230200.0,227000.0,225300.0,228700.0,232100.0,242400.0,237600.0,247500.0,239900.0,247300.0,242700.0,255500.0
HUNTINGTON BEACH,CA,745900.0,772200,780600,773900,765400,762700,762200,764800,767700,780900,784800,793700,772200,775600,761700.0,788900.0,799000.0,824400.0,817200.0,808700.0,817900.0,812800.0,834400.0,808200.0,829600.0,869900.0
HUNTSVILLE,AL,161600.0,164100,172600,166200,153800,147800,147300,150800,152500,153400,151200,147000,155900,162000,163400.0,156700.0,152700.0,155100.0,158600.0,167100.0,173800.0,191400.0,187000.0,181000.0,163600.0,170300.0
AMARILLO,TX,137800.0,138200,140400,137400,139200,136400,138500,141400,143300,144700,141500,141300,137400,136500,135300.0,140900.0,142100.0,146700.0,143500.0,145500.0,148700.0,155300.0,156600.0,158000.0,157000.0,
EUGENE,OR,288500.0,292400,299900,296200,304400,299800,305500,305900,309000,301900,308500,312500,328100,315300,314400.0,305200.0,311200.0,312000.0,314700.0,319900.0,320000.0,322900.0,328800.0,339200.0,353200.0,352800.0
SALT LAKE CITY,UT,335700.0,337100,338900,318000,317300,317400,318500,329100,336600,340900,338600,341500,351300,355600,358300.0,360100.0,362500.0,363600.0,368500.0,371600.0,373600.0,367400.0,378500.0,382200.0,405700.0,
PORT SAINT LUCIE,FL,200000.0,201600,202000,202500,203200,201600,202500,203200,209200,213000,213600,211300,207500,208400,209500.0,211100.0,210900.0,212500.0,214100.0,219500.0,222700.0,224200.0,223200.0,223800.0,222900.0,223700.0
SALINAS,CA,475700.0,475500,483800,487500,483100,472400,469300,475500,491800,498300,509100,507100,501600,480800,488000.0,491600.0,496100.0,497900.0,509900.0,526900.0,524100.0,534200.0,531900.0,537300.0,530900.0,524700.0
LITTLE ROCK,AR,167400.0,167000,169000,159100,157200,153800,151600,147000,138900,139900,141700,149600,149600,159900,162600.0,166600.0,161300.0,160400.0,158700.0,159400.0,159800.0,161400.0,162900.0,168300.0,172800.0,188100.0
FORT COLLINS,CO,363400.0,373400,377900,380000,371300,372900,374400,380000,379000,380000,374800,376000,378500,382500,388300.0,387900.0,396600.0,390600.0,392300.0,388900.0,391600.0,391200.0,393700.0,399900.0,398300.0,398900.0
HAYWARD,CA,637900.0,646500,640400,631400,624900,631900,640400,650000,643800,631300,637000,643200,652800,653900,656400.0,657400.0,645800.0,643400.0,640600.0,643400.0,642300.0,652300.0,657300.0,662300.0,667400.0,
ROCKFORD,IL,84100.0,84700,83900,87200,87400,88800,88700,89400,88000,88200,86400,86100,85700,87600,86700.0,91700.0,90600.0,91800.0,94600.0,96500.0,92900.0,89000.0,91700.0,98300.0,97900.0,
EVANSVILLE,IN,120700.0,120900,118700,117800,112200,116100,114600,120700,118300,124700,126200,128200,128400,127600,129100.0,125700.0,120400.0,119300.0,123500.0,132900.0,137200.0,143200.0,141000.0,139700.0,136700.0,133600.0
WORCESTER,MA,216300.0,218500,223600,225600,222000,218300,217900,226700,223900,228900,226200,233000,228500,237600,241100.0,244300.0,240100.0,237800.0,237400.0,236700.0,244200.0,250600.0,258100.0,259200.0,256100.0,
OVERLAND PARK,KS,288700.0,290000,295800,293000,291100,290000,294200,299600,297100,298200,306500,305600,304200,307400,312400.0,316600.0,306600.0,308100.0,302300.0,307900.0,304300.0,321000.0,322800.0,341700.0,335500.0,342200.0
LANCASTER,CA,264800.0,270900,268600,273500,271000,271100,274300,280300,278300,275100,273200,273200,279500,278600,286600.0,282900.0,284200.0,277100.0,279300.0,282000.0,287800.0,290000.0,291800.0,294500.0,300200.0,
SALEM,OR,259600.0,259400,264300,264700,263900,265800,270900,275000,271300,270800,272100,275100,277200,278900,277500.0,272000.0,274400.0,276500.0,281700.0,281400.0,284000.0,288100.0,289200.0,296100.0,299300.0,306100.0
GARDEN GROVE,CA,573000.0,582000,586400,591400,584700,590100,596000,598700,598700,603500,614500,612600,593600,587500,584100.0,592500.0,580000.0,586500.0,590900.0,610100.0,620900.0,630500.0,634200.0,639500.0,652500.0,
GRAND PRAIRIE,TX,212300.0,211200,212200,212700,209500,206000,207600,213100,217500,220400,219900,221000,218700,218300,221900.0,226400.0,228800.0,221500.0,215500.0,219900.0,226400.0,232500.0,233200.0,236000.0,237300.0,
BEAVERTON,OR,379100.0,386600,385600,380000,376700,375800,379000,383600,388000,394100,389100,386600,385300,389000,393800.0,392300.0,394200.0,396700.0,397800.0,395500.0,393600.0,401000.0,403200.0,411900.0,412100.0,422100.0
ESCONDIDO,CA,522500.0,552000,548100,525800,519300,520900,521900,519000,519600,516900,508900,508200,511300,505500,506700.0,500700.0,514000.0,521000.0,526100.0,531600.0,532300.0,531900.0,531000.0,544800.0,569200.0,563600.0
PROVIDENCE,RI,200100.0,196000,203600,205800,208100,195600,193700,197800,206200,212200,213500,217800,215900,212100,206000.0,207400.0,206900.0,193200.0,191000.0,189200.0,212100.0,223400.0,235400.0,250500.0,250000.0,249000.0
FORT LAUDERDALE,FL,309400.0,326800,324100,322600,308300,315600,313600,307600,302900,315000,326800,326200,315300,328300,331600.0,333900.0,325000.0,333500.0,329200.0,323900.0,315800.0,323500.0,328700.0,351500.0,358800.0,
ONTARIO,CA,404200.0,408600,412900,412700,411100,409900,410900,414000,418600,420500,419500,418500,416700,423200,418700.0,422200.0,413100.0,419400.0,416700.0,424600.0,425400.0,426000.0,426500.0,429000.0,443100.0,
COLUMBUS,GA,108200.0,105300,105500,106300,107200,106400,107100,104900,108800,118600,113700,111400,100800,102700,104600.0,105200.0,103100.0,102600.0,105800.0,110900.0,117200.0,112200.0,116300.0,117000.0,124800.0,
CHARLESTON,SC,307900.0,311100,309800,303600,304300,303400,307200,310800,315700,302000,300400,297800,316000,306500,311800.0,301600.0,308300.0,299100.0,300900.0,308400.0,321000.0,317900.0,317100.0,309800.0,324400.0,327100.0
KISSIMMEE,FL,202300.0,213200,225500,227700,223100,223200,227200,230300,230800,232900,242100,243800,240000,228900,227200.0,223500.0,220800.0,220500.0,221800.0,227300.0,227300.0,233500.0,238700.0,242700.0,244500.0,
CHATTANOOGA,TN,165900.0,160300,153200,149900,149400,153300,153000,155900,160400,165700,167500,173600,175900,170300,163900.0,161600.0,169900.0,172100.0,173100.0,171600.0,175500.0,179300.0,186200.0,186300.0,199100.0,
TEMPE,AZ,241900.0,241000,239100,238800,238900,237400,230200,228700,236700,241600,242300,234700,239100,242100,251100.0,249200.0,242800.0,248000.0,240800.0,249500.0,254000.0,270700.0,274700.0,272400.0,271700.0,
MURFREESBORO,TN,229000.0,228600,237700,237600,238300,235800,236000,235400,235100,237600,237700,237200,238600,247200,251900.0,254000.0,251900.0,252200.0,252500.0,253800.0,255100.0,261900.0,267400.0,269500.0,261900.0,257900.0
RANCHO CUCAMONGA,CA,491500.0,484600,492500,498800,504600,504000,504300,506900,509600,511700,509700,517800,517700,506000,491500.0,486900.0,499200.0,507900.0,508800.0,504400.0,500000.0,512700.0,522400.0,530900.0,535600.0,542200.0
CAPE CORAL,FL,219500.0,222500,221600,218000,219800,215900,215600,215800,217900,218200,217900,224900,227400,232600,230000.0,232500.0,233500.0,228700.0,227500.0,228200.0,235200.0,234000.0,235700.0,236400.0,243200.0,
SAVANNAH,GA,203900.0,200200,201500,186700,187100,183500,185900,184100,191500,199800,197400,191200,187500,186600,187100.0,186400.0,185400.0,205800.0,207200.0,210900.0,190100.0,190200.0,195900.0,203400.0,209500.0,
FREDERICKSBURG,VA,280100.0,280900,274600,274100,270500,275300,272500,274500,272600,279700,282700,285100,285000,280300,278700.0,278400.0,286500.0,290400.0,295300.0,297100.0,304100.0,301800.0,293600.0,292600.0,301800.0,317100.0
KILLEEN,TX,118900.0,121500,125800,125000,120500,119400,119800,122100,124600,122900,124800,124800,127600,130800,130800.0,132300.0,130300.0,129700.0,133100.0,134100.0,136700.0,136100.0,137900.0,141800.0,147700.0,148700.0
PALMDALE,CA,292700.0,294800,296400,300700,301800,306500,305000,303500,301300,297600,297600,305600,308600,314300,314900.0,322100.0,320600.0,316100.0,312700.0,315200.0,319300.0,319600.0,322800.0,324300.0,335000.0,340900.0
ROANOKE,VA,141500.0,144600,141900,145600,146600,146800,147100,152000,153500,152300,150200,148900,149500,148800,151900.0,152400.0,152100.0,152800.0,153800.0,155900.0,158600.0,172200.0,175100.0,188300.0,187700.0,
NEWPORT NEWS,VA,167500.0,170000,172300,173700,172900,169300,170700,167800,166700,164300,165100,171300,171000,175100,171100.0,177200.0,172400.0,175900.0,173000.0,175900.0,174500.0,171000.0,172800.0,172700.0,188400.0,
EL CAJON,CA,469100.0,465100,468900,468300,476200,484400,487500,493300,490500,492700,498300,495900,501700,492600,494500.0,496500.0,494200.0,502900.0,490800.0,489800.0,481600.0,502900.0,518800.0,527500.0,528000.0,
CLARKSVILLE,TN,160000.0,156400,156400,156800,158600,159200,159400,159300,158900,159100,162500,165100,168700,166900,170700.0,171700.0,172300.0,172400.0,171200.0,174000.0,170900.0,174700.0,178400.0,187600.0,184700.0,184300.0
ELK GROVE,CA,413100.0,417400,421400,422200,424200,423000,425700,421400,423900,425600,428600,424800,417200,419900,420900.0,425300.0,427000.0,432300.0,435200.0,434400.0,437300.0,446400.0,449800.0,455200.0,453200.0,
PEORIA,AZ,255400.0,256300,252900,248400,248700,255100,257400,255000,251300,252800,254700,264500,270300,273700,271200.0,269200.0,269600.0,272800.0,276200.0,278000.0,275900.0,278900.0,283800.0,291400.0,298200.0,
SUGAR LAND,TX,288300.0,289600,306300,289700,291900,290800,296000,298100,290400,285300,285500,280600,283100,283200,294800.0,310700.0,315400.0,318400.0,304400.0,289000.0,289900.0,289800.0,299100.0,295600.0,302100.0,
NAPERVILLE,IL,340500.0,333400,328800,329200,339400,358400,368300,366700,358600,353700,351500,354800,356600,368000,365600.0,367100.0,360800.0,363000.0,364600.0,368400.0,378600.0,404300.0,405300.0,402900.0,384700.0,392300.0
FAIRFAX,VA,513600.0,516800,517600,516800,524600,520600,505400,497100,502200,512200,514000,509100,502000,500700,505000.0,516900.0,524800.0,519600.0,525800.0,522600.0,540600.0,534500.0,547600.0,536500.0,540300.0,
BOYNTON BEACH,FL,243700.0,246200,241500,240000,238400,235500,234300,234600,228900,230500,227400,235700,235400,241200,243100.0,245500.0,246700.0,241100.0,245000.0,244000.0,247600.0,247700.0,248100.0,254900.0,261800.0,
TOPEKA,KS,137600.0,133100,123000,123500,129200,133100,132000,133000,131800,132900,130400,128700,125700,122700,129800.0,136700.0,146200.0,145200.0,146000.0,144600.0,145000.0,142200.0,139600.0,141600.0,143100.0,
MCKINNEY,TX,307200.0,308300,308900,308900,310300,312000,310400,307800,304500,301100,302800,300700,300000,296900,297800.0,306000.0,309300.0,309400.0,307000.0,306800.0,312300.0,312400.0,314700.0,313200.0,315100.0,
LAFAYETTE,LA,165000.0,164900,172900,177600,179000,170200,165200,164300,165600,163500,161300,162500,165200,175500,175300.0,177100.0,169500.0,170400.0,173900.0,173200.0,171000.0,176600.0,183800.0,186500.0,181400.0,193000.0
PEMBROKE PINES,FL,262500.0,271800,273300,270800,269400,270400,271200,266800,257200,257200,261400,271800,286500,293700,298400.0,291400.0,282600.0,277600.0,276900.0,271100.0,279500.0,282900.0,295600.0,290100.0,290900.0,
EDMOND,OK,207300.0,204200,211400,220000,221000,218800,214700,217700,226200,224400,222400,217000,222800,233200,241700.0,241400.0,238900.0,237100.0,234200.0,236200.0,239200.0,248600.0,246300.0,244800.0,234500.0,237400.0
LAKELAND,FL,155600.0,157900,155300,148600,148100,148300,150300,150100,149800,151500,158500,161000,169400,162500,162900.0,157300.0,162400.0,158300.0,160300.0,162100.0,165400.0,165800.0,165600.0,167800.0,175000.0,
PUEBLO,CO,161100.0,169500,174500,174200,172000,172000,173400,174800,170600,166300,156700,165700,173700,188800,180200.0,182700.0,185400.0,191800.0,190800.0,189200.0,188900.0,190600.0,189600.0,198000.0,192700.0,
SPRINGFIELD,MA,148500.0,147600,146900,146300,148800,149800,150000,148700,149500,150900,153000,155400,158100,165900,166200.0,166200.0,161800.0,163200.0,162400.0,161300.0,161900.0,163300.0,164000.0,165000.0,163300.0,168400.0
ODESSA,TX,179900.0,180700,186300,192600,194300,196500,196500,197300,196500,195700,196100,200000,202200,224300,226700.0,229700.0,223900.0,225500.0,231100.0,225300.0,229000.0,228500.0,228400.0,224000.0,228500.0,
HENRICO,VA,231400.0,234700,236400,240400,235900,232400,232100,231800,233900,238200,237300,244700,241900,245900,240300.0,244500.0,241600.0,245100.0,240900.0,249100.0,249600.0,254200.0,253600.0,265100.0,262800.0,263500.0
MIDLAND,TX,254500.0,263400,269700,277200,278200,281500,281800,282200,280600,282100,285200,286400,286500,298800,306200.0,311800.0,302200.0,297600.0,295500.0,297600.0,290900.0,290700.0,293500.0,300700.0,302400.0,
LAKEWOOD,CO,355000.0,358400,351100,359500,360400,367100,367500,364400,374100,369900,369900,375200,384800,386400,372600.0,379800.0,386300.0,398200.0,389000.0,386600.0,384800.0,399500.0,399300.0,404400.0,390100.0,390400.0
CUMMING,GA,304900.0,305100,302200,302000,300400,309200,304600,314000,312500,320300,316500,316100,321500,321400,330500.0,328400.0,325200.0,321900.0,314700.0,322000.0,323100.0,332400.0,338700.0,342700.0,339500.0,
ALEXANDRIA,VA,503200.0,511300,488700,474700,479100,479400,479800,470000,469300,468000,471400,476700,490700,494400,497500.0,475200.0,468400.0,455100.0,470200.0,480400.0,493900.0,510000.0,513900.0,536000.0,518400.0,
TYLER,TX,184000.0,183700,182500,175400,171500,175600,173100,176400,173600,172300,174300,173200,178500,178400,180000.0,184400.0,184100.0,192600.0,202600.0,211000.0,203900.0,194800.0,192100.0,198900.0,199800.0,
POMONA,CA,410300.0,408300,400800,404200,412600,416900,419100,417500,416800,422400,425000,428200,424000,417800,416100.0,416700.0,419100.0,426700.0,425100.0,429900.0,427600.0,439300.0,449400.0,456400.0,457000.0,456900.0
VISALIA,CA,241700.0,244500,244700,236800,238800,241200,242800,241900,242100,243100,247900,246800,247300,243800,248400.0,253200.0,253400.0,247500.0,246100.0,246300.0,253600.0,246500.0,249400.0,246900.0,258600.0,
CYPRESS,TX,239700.0,243600,238200,241200,241900,242300,245100,239300,243100,244600,257600,261000,263800,265700,257200.0,255100.0,250700.0,254300.0,254700.0,254600.0,258300.0,263100.0,262200.0,271400.0,264700.0,
ROUND ROCK,TX,266700.0,265100,266400,267900,271600,274700,271400,273000,276400,275800,277100,276800,281000,280000,281300.0,286800.0,289000.0,283600.0,285700.0,289000.0,300400.0,296700.0,293200.0,290700.0,290600.0,
ANN ARBOR,MI,336300.0,346100,344400,341900,345800,348400,353700,340700,338900,333500,342700,340200,345500,364300,362700.0,366700.0,363800.0,364700.0,352600.0,340800.0,349400.0,357500.0,361200.0,344200.0,345000.0,355900.0
WHITTIER,CA,516100.0,510100,493700,497400,510500,526500,526400,527200,527900,526300,528500,528200,532400,521400,524200.0,528500.0,541300.0,535700.0,537100.0,536500.0,544700.0,544700.0,550200.0,551800.0,557900.0,
KANSAS CITY,KS,113300.0,110100,108300,106600,108100,110800,114800,115500,112400,109900,111700,114400,122900,126000,124700.0,120400.0,116600.0,118300.0,117700.0,124600.0,121700.0,125400.0,126900.0,136700.0,139300.0,
SUNNYVALE,CA,1664500.0,1657900,1617600,1548700,1538900,1516100,1532700,1532800,1531900,1500000,1470600,1455500,1437100,1446900,1448800.0,1439600.0,1452000.0,1442500.0,1425500.0,1437900.0,1465700.0,1536500.0,1506900.0,1487100.0,1413500.0,1525600.0
HOLLYWOOD,FL,239000.0,240600,245100,251600,254900,252500,255400,251200,244900,248300,255500,267600,267500,266000,264400.0,259600.0,268900.0,270000.0,276500.0,271800.0,278100.0,280100.0,288100.0,289400.0,286100.0,
EDINBURG,TX,131800.0,132700,129700,126400,127700,129400,131700,135500,140000,141200,141400,133800,131400,145100,165800.0,168700.0,164200.0,158300.0,161300.0,153000.0,150700.0,151500.0,155200.0,147600.0,,
CONROE,TX,215800.0,213500,212900,214200,217300,217800,218300,220300,220100,218600,222100,221300,228300,226400,231300.0,228500.0,230200.0,231300.0,228900.0,231500.0,234600.0,245500.0,243100.0,236700.0,236200.0,
LANSING,MI,90800.0,93900,90400,84100,83300,82900,84600,82900,86200,87400,90100,92700,95400,94400,91100.0,87800.0,88700.0,93000.0,94500.0,98200.0,96400.0,95300.0,92900.0,95100.0,106200.0,116000.0
SOUTH BEND,IN,103700.0,110000,109600,101000,98200,98700,108100,108700,106600,101100,100900,102300,107300,115200,117000.0,116100.0,113100.0,110500.0,115500.0,112200.0,114400.0,115800.0,122600.0,120500.0,118800.0,
CARY,NC,349600.0,351900,339400,328700,319900,323100,329900,340100,341600,348700,346400,346900,338200,341700,341400.0,348100.0,341600.0,346600.0,339500.0,347100.0,347500.0,350500.0,348800.0,342300.0,349300.0,357700.0
PATERSON,NJ,181000.0,181100,185300,189600,196700,193600,195900,197700,195600,203200,207600,219200,220800,222600,227800.0,233000.0,230500.0,235200.0,239400.0,250000.0,253800.0,261200.0,263000.0,269000.0,274700.0,
